;Produced by Yue Chen, @LANL, on Jul  3, 2018 - Lshell selection performed by Rafael Pires de Lima, on August 12, 2020
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data to be compared to model forecast results: Radial distributions of 1MeV electrons observed by RBSP-a between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), e- fluxes at L1/L2, .../Ln
;L values are shown in the top row

;format (I5, 3x, f10.4, 43e10.2)

  S/N         Time       4.00      4.10      4.20  
 2170     452.0625   2.97e+01  4.38e+01  6.66e+01  
 2171     452.2708   1.96e+01  3.73e+01  6.19e+01  
 2172     452.4792   2.20e+01  4.80e+01  6.97e+01  
 2173     452.6875   2.46e+01  3.93e+01  5.75e+01  
 2174     452.8958   2.52e+01  3.42e+01  5.36e+01  
 2175     453.1042   2.58e+01  4.20e+01  5.97e+01  
 2176     453.3125   2.58e+01  4.24e+01  5.90e+01  
 2177     453.5208   2.46e+01  4.11e+01  5.90e+01  
 2178     453.7292   2.39e+01  3.80e+01  5.70e+01  
 2179     453.9375   2.39e+01  3.98e+01  5.48e+01  
 2180     454.1458   2.39e+01  3.84e+01  5.65e+01  
 2181     454.3542   2.16e+01  3.73e+01  4.98e+01  
 2182     454.5625   1.88e+01  2.99e+01  4.62e+01  
 2183     454.7708   2.51e+01  3.89e+01  5.57e+01  
 2184     454.9792   2.26e+01  3.52e+01  4.99e+01  
 2185     455.1875   2.37e+01  3.74e+01  5.27e+01  
 2186     455.3958   2.18e+01  3.64e+01  5.12e+01  
 2187     455.6042   2.50e+01  3.89e+01  5.27e+01  
 2188     455.8125   2.70e+01  4.05e+01  5.92e+01  
 2189     456.0208   2.92e+01  4.22e+01  5.97e+01  
 2190     456.2292   2.00e+01  3.17e+01  4.72e+01  
 2191     456.4375   2.57e+01  3.96e+01  5.44e+01  
 2192     456.6458   1.89e+01  3.02e+01  4.83e+01  
 2193     456.8542   1.17e+01  2.21e+01  2.73e+01  
 2194     457.0625   1.56e+01  2.14e+01  3.32e+01  
 2195     457.2708   1.08e+01  1.81e+01  2.61e+01  
 2196     457.4792   1.47e+01  2.30e+01  3.08e+01  
 2197     457.6875   9.47e+00  1.34e+01  1.92e+01  
 2198     457.8958   6.10e+00  7.85e+00  1.20e+01  
 2199     458.1042   6.34e+00  9.22e+00  1.26e+01  
 2200     458.3125   5.99e+00  8.85e+00  1.28e+01  
 2201     458.5208   9.01e+00  9.09e+00  1.31e+01  
 2202     458.7292   4.64e+00  7.66e+00  1.12e+01  
 2203     458.9375   5.95e+00  8.59e+00  1.19e+01  
 2204     459.1458   4.93e+00  7.43e+00  1.07e+01  
 2205     459.3542   4.65e+00  6.95e+00  1.04e+01  
 2206     459.5625   4.46e+00  6.75e+00  1.00e+01  
 2207     459.7708   4.27e+00  6.56e+00  9.71e+00  
 2208     459.9792   4.30e+00  6.28e+00  9.50e+00  
 2209     460.1875   3.65e+00  5.72e+00  7.94e+00  
 2210     460.3958   4.00e+00  5.26e+00  8.66e+00  
 2211     460.6042   3.72e+00  5.11e+00  8.56e+00  
 2212     460.8125   3.11e+00  5.62e+00  8.18e+00  
 2213     461.0208   3.47e+00  4.89e+00  7.54e+00  
 2214     461.2292   3.41e+00  5.34e+00  7.92e+00  
 2215     461.4375   3.60e+00  5.68e+00  8.48e+00  
 2216     461.6458   3.80e+00  6.03e+00  9.09e+00  
 2217     461.8542   2.86e+00  4.96e+00  8.72e+00  
 2218     462.0625   3.12e+00  5.22e+00  8.07e+00  
 2219     462.2708   3.16e+00  4.75e+00  7.84e+00  
 2220     462.4792   2.91e+00  4.54e+00  7.34e+00  
 2221     462.6875   3.53e+00  5.10e+00  7.44e+00  
 2222     462.8958   2.85e+00  4.09e+00  7.03e+00  
 2223     463.1042   2.83e+00  4.56e+00  6.56e+00  
 2224     463.3125   2.43e+00  3.91e+00  6.12e+00  
 2225     463.5208   2.09e+00  3.36e+00  5.71e+00  
 2226     463.7292   2.81e+00  3.85e+00  6.12e+00  
 2227     463.9375   2.60e+00  3.38e+00  5.30e+00  
 2228     464.1458   2.48e+00  4.11e+00  6.72e+00  
 2229     464.3542   2.14e+00  3.36e+00  5.24e+00  
 2230     464.5625   3.34e+00  4.54e+00  5.81e+00  
 2231     464.7708   2.37e+00  3.52e+00  6.18e+00  
 2232     464.9792   2.24e+00  3.42e+00  5.70e+00  
 2233     465.1875   2.27e+00  4.22e+00  6.44e+00  
 2234     465.3958   2.30e+00  3.62e+00  6.48e+00  
 2235     465.6042   4.01e+00  5.31e+00  9.07e+00  
 2236     465.8125   2.36e+00  4.21e+00  7.71e+00  
 2237     466.0208   3.11e+00  4.65e+00  8.28e+00  
 2238     466.2292   2.04e+00  4.26e+00  6.64e+00  
 2239     466.4375   3.17e+00  3.77e+00  7.16e+00  
 2240     466.6458   3.03e+00  4.20e+00  8.33e+00  
 2241     466.8542   2.25e+00  3.71e+00  6.77e+00  
 2242     467.0625   2.33e+00  4.06e+00  8.01e+00  
 2243     467.2708   2.08e+00  3.52e+00  6.75e+00  
 2244     467.4792   2.32e+00  4.35e+00  7.58e+00  
 2245     467.6875   2.35e+00  4.08e+00  6.80e+00  
 2246     467.8958   2.54e+00  4.26e+00  7.76e+00  
 2247     468.1042   1.71e+00  3.15e+00  3.87e+00  
 2248     468.3125   1.91e+00  3.37e+00  6.49e+00  
 2249     468.5208   3.48e+00  3.73e+00  5.98e+00  
 2250     468.7292   2.00e+00  3.71e+00  6.45e+00  
 2251     468.9375   2.29e+00  4.35e+00  6.81e+00  
 2252     469.1458   2.00e+00  3.29e+00  5.37e+00  
 2253     469.3542   1.96e+00  3.39e+00  5.86e+00  
 2254     469.5625   1.94e+00  2.95e+00  5.58e+00  
 2255     469.7708   2.04e+00  3.65e+00  5.56e+00  
 2256     469.9792   2.04e+00  3.05e+00  4.55e+00  
 2257     470.1875   1.85e+00  3.06e+00  4.54e+00  
 2258     470.3958   1.96e+00  3.24e+00  4.86e+00  
 2259     470.6042   2.07e+00  2.83e+00  5.03e+00  
 2260     470.8125   1.69e+00  2.45e+00  4.01e+00  
 2261     471.0208   1.47e+00  1.74e+00  3.15e+00  
 2262     471.2292   1.52e+00  2.13e+00  3.47e+00  
 2263     471.4375   1.35e+00  2.08e+00  3.51e+00  
 2264     471.6458   1.92e+00  2.86e+00  4.21e+00  
 2265     471.8542   1.67e+00  2.19e+00  3.79e+00  
 2266     472.0625   1.72e+00  2.30e+00  3.98e+00  
 2267     472.2708   1.57e+00  2.19e+00  4.45e+00  
 2268     472.4792   1.44e+00  2.09e+00  2.82e+00  
 2269     472.6875   1.65e+00  2.73e+00  4.52e+00  
 2270     472.8958   1.68e+00  2.17e+00  3.38e+00  
 2271     473.1042   1.88e+00  3.03e+00  3.68e+00  
 2272     473.3125   1.12e+00  1.53e+00  1.89e+00  
 2273     473.5208   1.10e+01  9.95e+00  9.53e+00  
 2274     473.7292   1.16e+01  1.40e+01  1.66e+01  
 2275     473.9375   1.16e+01  1.47e+01  1.77e+01  
 2276     474.1458   1.27e+01  1.59e+01  1.93e+01  
 2277     474.3542   1.40e+01  1.72e+01  2.10e+01  
 2278     474.5625   1.15e+01  1.54e+01  1.96e+01  
 2279     474.7708   1.11e+01  1.50e+01  1.97e+01  
 2280     474.9792   1.23e+01  1.52e+01  1.89e+01  
 2281     475.1875   1.02e+01  1.41e+01  1.80e+01  
 2282     475.3958   1.12e+01  1.59e+01  2.00e+01  
 2283     475.6042   1.13e+01  1.67e+01  2.41e+01  
 2284     475.8125   1.02e+01  1.41e+01  1.82e+01  
 2285     476.0208   1.04e+01  1.47e+01  1.95e+01  
 2286     476.2292   1.06e+01  1.52e+01  2.09e+01  
 2287     476.4375   1.04e+01  1.54e+01  1.93e+01  
 2288     476.6458   1.13e+01  1.41e+01  1.83e+01  
 2289     476.8542   8.81e+00  1.26e+01  1.60e+01  
 2290     477.0625   7.91e+00  1.10e+01  1.48e+01  
 2291     477.2708   9.47e+00  1.07e+01  1.42e+01  
 2292     477.4792   7.77e+00  1.13e+01  1.49e+01  
 2293     477.6875   9.31e+00  1.29e+01  1.67e+01  
 2294     477.8958   9.53e+00  1.29e+01  1.69e+01  
 2295     478.1042   9.76e+00  1.29e+01  1.71e+01  
 2296     478.3125   1.04e+01  1.42e+01  1.90e+01  
 2297     478.5208   1.05e+01  1.40e+01  1.98e+01  
 2298     478.7292   1.01e+01  1.42e+01  2.00e+01  
 2299     478.9375   9.10e+00  1.35e+01  1.92e+01  
 2300     479.1458   9.64e+00  1.36e+01  1.73e+01  
 2301     479.3542   6.80e+00  1.13e+01  1.48e+01  
 2302     479.5625   7.41e+00  9.79e+00  1.30e+01  
 2303     479.7708   6.81e+00  9.29e+00  1.19e+01  
 2304     479.9792   6.26e+00  8.81e+00  1.09e+01  
 2305     480.1875   6.45e+00  9.53e+00  1.25e+01  
 2306     480.3958   6.09e+00  8.70e+00  6.92e+00  
 2307     480.6042   5.43e+00  8.25e+00  1.14e+01  
 2308     480.8125   5.58e+00  7.63e+00  1.09e+01  
 2309     481.0208   5.72e+00  7.07e+00  1.05e+01  
 2310     481.2292   5.59e+00  7.42e+00  9.94e+00  
 2311     481.4375   5.41e+00  7.91e+00  1.03e+01  
 2312     481.6458   4.97e+00  7.47e+00  9.64e+00  
 2313     481.8542   4.57e+00  7.05e+00  9.01e+00  
 2314     482.0625   4.58e+00  6.36e+00  8.76e+00  
 2315     482.2708   4.16e+00  5.79e+00  7.28e+00  
 2316     482.4792   4.02e+00  5.46e+00  7.11e+00  
 2317     482.6875   4.84e+00  6.87e+00  8.64e+00  
 2318     482.8958   3.78e+00  5.38e+00  6.71e+00  
 2319     483.1042   2.09e+00  2.74e+00  3.81e+00  
 2320     483.3125   2.13e+00  2.70e+00  3.50e+00  
 2321     483.5208   1.87e+00  2.56e+00  3.25e+00  
 2322     483.7292   1.65e+00  2.44e+00  3.01e+00  
 2323     483.9375   1.92e+00  2.60e+00  3.68e+00  
 2324     484.1458   1.14e+00  2.37e+00  3.16e+00  
 2325     484.3542   1.79e+00  2.16e+00  2.71e+00  
 2326     484.5625   1.63e+00  2.11e+00  2.51e+00  
 2327     484.7708   1.51e+00  2.06e+00  2.33e+00  
 2328     484.9792   1.48e+00  1.96e+00  2.49e+00  
 2329     485.1875   1.40e+00  1.90e+00  2.57e+00  
 2330     485.3958   1.43e+00  2.07e+00  2.58e+00  
 2331     485.6042   1.47e+00  1.87e+00  2.48e+00  
 2332     485.8125   1.83e+00  2.38e+00  3.53e+00  
 2333     486.0208   1.37e+00  1.91e+00  2.94e+00  
 2334     486.2292   1.53e+00  2.21e+00  3.31e+00  
 2335     486.4375   1.22e+00  1.64e+00  1.50e+00  
 2336     486.6458   1.38e+00  1.54e+00  2.25e+00  
 2337     486.8542   1.22e+00  1.39e+00  2.07e+00  
 2338     487.0625   1.17e+00  1.52e+00  2.52e+00  
 2339     487.2708   1.13e+00  1.86e+00  2.79e+00  
 2340     487.4792   1.18e+00  1.75e+00  2.58e+00  
 2341     487.6875   1.24e+00  1.81e+00  2.69e+00  
 2342     487.8958   1.16e+00  1.62e+00  2.50e+00  
 2343     488.1042   1.15e+00  1.62e+00  2.99e+00  
 2344     488.3125   1.01e+00  1.44e+00  2.59e+00  
 2345     488.5208   1.17e+00  1.76e+00  3.06e+00  
 2346     488.7292   1.28e+00  1.96e+00  3.38e+00  
 2347     488.9375   1.40e+00  2.20e+00  5.29e+00  
 2348     489.1458   1.36e+00  1.77e+00  3.54e+00  
 2349     489.3542   1.30e+00  1.96e+00  3.86e+00  
 2350     489.5625   1.22e+00  2.03e+00  4.19e+00  
 2351     489.7708   1.28e+00  1.86e+00  3.76e+00  
 2352     489.9792   1.23e+00  2.30e+00  5.48e+00  
 2353     490.1875   1.13e+00  1.79e+00  3.43e+00  
 2354     490.3958   1.23e+00  1.95e+00  4.05e+00  
 2355     490.6042   1.30e+00  2.08e+00  4.69e+00  
 2356     490.8125   1.36e+00  2.22e+00  5.43e+00  
 2357     491.0208   1.37e+00  2.22e+00  4.93e+00  
 2358     491.2292   1.03e+00  1.78e+00  4.92e+00  
 2359     491.4375   1.09e+00  1.60e+00  3.13e+00  
 2360     491.6458   8.21e-01  1.51e+00  2.55e+00  
 2361     491.8542   1.31e+00  1.95e+00  4.16e+00  
 2362     492.0625   1.04e+00  1.71e+00  3.65e+00  
 2363     492.2708   1.09e+00  1.66e+00  3.47e+00  
 2364     492.4792   1.08e+00  1.72e+00  3.57e+00  
 2365     492.6875   1.07e+00  1.79e+00  3.68e+00  
 2366     492.8958   1.38e+00  1.98e+00  5.16e+00  
 2367     493.1042   1.06e+00  1.65e+00  3.07e+00  
 2368     493.3125   1.31e+00  2.31e+00  5.01e+00  
 2369     493.5208   1.17e+00  1.72e+00  3.34e+00  
 2370     493.7292   1.07e+00  1.57e+00  2.49e+00  
 2371     493.9375   1.09e+00  1.70e+00  2.87e+00  
 2372     494.1458   1.09e+00  1.45e+00  3.43e+00  
 2373     494.3542   1.06e+00  1.56e+00  3.28e+00  
 2374     494.5625   1.04e+00  1.69e+00  3.14e+00  
 2375     494.7708   1.20e+00  2.20e+00  4.84e+00  
 2376     494.9792   1.32e+00  2.71e+00  5.11e+00  
 2377     495.1875   1.39e+00  2.26e+00  4.17e+00  
 2378     495.3958   1.24e+00  2.46e+00  4.49e+00  
 2379     495.6042   1.62e+00  2.31e+00  4.52e+00  
 2380     495.8125   1.01e+00  1.95e+00  3.53e+00  
 2381     496.0208   1.13e+00  1.96e+00  4.19e+00  
 2382     496.2292   1.20e+00  2.16e+00  4.17e+00  
 2383     496.4375   1.26e+00  2.39e+00  4.14e+00  
 2384     496.6458   1.30e+00  2.19e+00  4.42e+00  
 2385     496.8542   1.18e+00  2.22e+00  4.17e+00  
 2386     497.0625   1.40e+00  2.62e+00  5.12e+00  
 2387     497.2708   1.40e+00  2.25e+00  4.33e+00  
 2388     497.4792   1.55e+00  2.85e+00  5.39e+00  
 2389     497.6875   1.43e+00  2.74e+00  5.35e+00  
 2390     497.8958   1.59e+00  2.50e+00  4.86e+00  
 2391     498.1042   1.28e+00  3.06e+00  4.49e+00  
 2392     498.3125   1.03e+00  1.62e+00  2.04e+00  
 2393     498.5208   1.06e+00  1.21e+00  2.80e+00  
 2394     498.7292   9.47e-01  1.72e+00  2.67e+00  
 2395     498.9375   1.17e+00  1.81e+00  3.72e+00  
 2396     499.1458   9.52e-01  1.35e+00  2.32e+00  
 2397     499.3542   1.09e+00  1.86e+00  2.71e+00  
 2398     499.5625   1.13e+00  1.79e+00  3.18e+00  
 2399     499.7708   1.09e+00  1.66e+00  2.43e+00  
 2400     499.9792   9.87e-01  1.68e+00  2.93e+00  
 2401     500.1875   1.05e+00  1.59e+00  2.21e+00  
 2402     500.3958   1.15e+00  1.70e+00  2.84e+00  
 2403     500.6042   1.19e+00  1.92e+00  2.39e+00  
 2404     500.8125   1.15e+00  1.70e+00  2.70e+00  
 2405     501.0208   8.78e-01  1.37e+00  2.14e+00  
 2406     501.2292   1.09e+00  1.59e+00  2.56e+00  
 2407     501.4375   1.20e+00  1.50e+00  2.08e+00  
 2408     501.6458   1.33e+00  1.59e+00  2.60e+00  
 2409     501.8542   1.25e+00  1.79e+00  2.44e+00  
 2410     502.0625   1.06e+00  1.45e+00  1.73e+00  
 2411     502.2708   1.06e+00  1.20e+00  1.79e+00  
 2412     502.4792   9.05e-01  1.11e+00  1.91e+00  
 2413     502.6875   9.31e-01  1.36e+00  2.24e+00  
 2414     502.8958   9.92e-01  1.34e+00  1.94e+00  
 2415     503.1042   9.99e-01  1.24e+00  1.79e+00  
 2416     503.3125   1.01e+00  1.22e+00  1.85e+00  
 2417     503.5208   1.01e+00  1.41e+00  1.96e+00  
 2418     503.7292   1.01e+00  1.25e+00  1.68e+00  
 2419     503.9375   9.64e-01  1.06e+00  1.57e+00  
 2420     504.1458   8.18e-01  1.24e+00  1.75e+00  
 2421     504.3542   9.17e-01  1.20e+00  1.56e+00  
 2422     504.5625   1.27e+00  1.25e+00  1.72e+00  
 2423     504.7708   9.97e-01  1.33e+00  1.53e+00  
 2424     504.9792   1.00e+00  1.23e+00  1.71e+00  
 2425     505.1875   9.70e-01  9.82e-01  1.24e+00  
 2426     505.3958   9.39e-01  1.13e+00  1.40e+00  
 2427     505.6042   9.85e-01  1.23e+00  1.26e+00  
 2428     505.8125   1.02e+00  1.01e+00  1.30e+00  
 2429     506.0208   9.74e-01  1.19e+00  1.21e+00  
 2430     506.2292   8.34e-01  1.10e+00  1.49e+00  
 2431     506.4375   9.74e-01  1.04e+00  1.24e+00  
 2432     506.6458   7.76e-01  9.76e-01  1.06e+00  
 2433     506.8542   8.44e-01  1.07e+00  1.13e+00  
 2434     507.0625   8.79e-01  1.05e+00  1.50e+00  
 2435     507.2708   9.16e-01  1.03e+00  1.24e+00  
 2436     507.4792   8.25e-01  9.45e-01  9.80e-01  
 2437     507.6875   7.71e-01  9.71e-01  1.17e+00  
 2438     507.8958   9.23e-01  9.41e-01  1.05e+00  
 2439     508.1042   1.04e+00  9.60e-01  9.40e-01  
 2440     508.3125   7.56e-01  9.04e-01  1.11e+00  
 2441     508.5208   7.73e-01  8.62e-01  1.31e+00  
 2442     508.7292   8.68e-01  9.06e-01  9.95e-01  
 2443     508.9375   8.96e-01  9.35e-01  1.05e+00  
 2444     509.1458   9.26e-01  9.66e-01  1.12e+00  
 2445     509.3542   8.76e-01  1.00e+00  1.28e+00  
 2446     509.5625   9.15e-01  9.50e-01  1.31e+00  
 2447     509.7708   8.24e-01  9.94e-01  1.57e+00  
 2448     509.9792   8.67e-01  9.04e-01  1.18e+00  
 2449     510.1875   7.30e-01  8.93e-01  1.17e+00  
 2450     510.3958   9.94e-01  8.74e-01  1.08e+00  
 2451     510.6042   8.80e-01  1.01e+00  9.54e-01  
 2452     510.8125   8.65e-01  1.02e+00  9.87e-01  
 2453     511.0208   8.49e-01  1.04e+00  1.02e+00  
 2454     511.2292   7.79e-01  1.02e+00  1.25e+00  
 2455     511.4375   9.63e-01  9.39e-01  1.11e+00  
 2456     511.6458   8.13e-01  8.63e-01  1.08e+00  
 2457     511.8542   8.40e-01  9.44e-01  1.06e+00  
 2458     512.0625   1.10e+00  9.43e-01  1.24e+00  
 2459     512.2708   8.95e-01  1.03e+00  1.15e+00  
 2460     512.4792   9.92e-01  1.13e+00  1.20e+00  
 2461     512.6875   9.24e-01  1.06e+00  1.20e+00  
 2462     512.8958   8.60e-01  1.00e+00  1.20e+00  
 2463     513.1042   7.38e-01  9.41e-01  1.30e+00  
 2464     513.3125   9.29e-01  9.12e-01  1.16e+00  
 2465     513.5208   8.11e-01  8.64e-01  1.27e+00  
 2466     513.7292   1.10e+00  1.05e+00  1.08e+00  
 2467     513.9375   7.69e-01  1.10e+00  1.25e+00  
 2468     514.1458   8.81e-01  1.07e+00  1.16e+00  
 2469     514.3542   9.49e-01  1.00e+00  1.28e+00  
 2470     514.5625   9.07e-01  1.04e+00  1.24e+00  
 2471     514.7708   8.67e-01  1.08e+00  1.21e+00  
 2472     514.9792   8.71e-01  9.83e-01  1.68e+00  
 2473     515.1875   9.84e-01  1.05e+00  1.19e+00  
 2474     515.3958   9.33e-01  7.62e-01  1.28e+00  
 2475     515.6042   8.53e-01  1.01e+00  1.47e+00  
 2476     515.8125   9.97e-01  1.04e+00  1.12e+00  
 2477     516.0208   8.83e-01  1.11e+00  1.16e+00  
 2478     516.2292   8.30e-01  1.02e+00  1.47e+00  
 2479     516.4375   8.35e-01  9.81e-01  1.31e+00  
 2480     516.6458   8.40e-01  9.41e-01  1.17e+00  
 2481     516.8542   8.52e-01  9.48e-01  1.26e+00  
 2482     517.0625   8.83e-01  8.42e-01  1.10e+00  
 2483     517.2708   8.96e-01  9.20e-01  1.20e+00  
 2484     517.4792   8.48e-01  1.05e+00  1.18e+00  
 2485     517.6875   6.96e-01  1.00e+00  1.04e+00  
 2486     517.8958   6.75e-01  9.54e-01  1.07e+00  
 2487     518.1042   9.40e-01  1.10e+00  1.30e+00  
 2488     518.3125   9.27e-01  1.33e+00  1.40e+00  
 2489     518.5208   9.15e-01  1.00e+00  1.13e+00  
 2490     518.7292   9.65e-01  1.05e+00  1.39e+00  
 2491     518.9375   1.01e+00  1.05e+00  1.07e+00  
 2492     519.1458   9.02e-01  1.08e+00  1.48e+00  
 2493     519.3542   7.61e-01  1.00e+00  1.22e+00  
 2494     519.5625   8.03e-01  9.66e-01  1.16e+00  
 2495     519.7708   9.43e-01  8.65e-01  1.11e+00  
 2496     519.9792   9.01e-01  1.18e+00  1.65e+00  
 2497     520.1875   8.77e-01  9.78e-01  1.37e+00  
 2498     520.3958   9.05e-01  9.18e-01  1.14e+00  
 2499     520.6042   1.05e+00  9.42e-01  1.39e+00  
 2500     520.8125   8.59e-01  9.86e-01  1.07e+00  
 2501     521.0208   8.28e-01  1.07e+00  1.13e+00  
 2502     521.2292   8.66e-01  9.26e-01  1.07e+00  
 2503     521.4375   1.02e+00  9.30e-01  9.81e-01  
 2504     521.6458   8.84e-01  8.64e-01  9.70e-01  
 2505     521.8542   7.63e-01  8.03e-01  9.58e-01  
 2506     522.0625   7.71e-01  8.65e-01  9.35e-01  
 2507     522.2708   8.96e-01  8.98e-01  1.00e+00  
 2508     522.4792   9.24e-01  1.02e+00  1.03e+00  
 2509     522.6875   8.40e-01  8.79e-01  9.31e-01  
 2510     522.8958   9.86e-01  8.49e-01  9.32e-01  
 2511     523.1042   1.05e+00  9.74e-01  1.02e+00  
 2512     523.3125   8.69e-01  9.61e-01  1.16e+00  
 2513     523.5208   8.79e-01  9.14e-01  1.12e+00  
 2514     523.7292   8.89e-01  8.70e-01  1.07e+00  
 2515     523.9375   8.73e-01  9.68e-01  1.15e+00  
 2516     524.1458   8.84e-01  9.63e-01  1.05e+00  
 2517     524.3542   1.13e+00  8.67e-01  9.82e-01  
 2518     524.5625   7.62e-01  9.69e-01  1.17e+00  
 2519     524.7708   7.51e-01  9.63e-01  1.22e+00  
 2520     524.9792   8.21e-01  1.02e+00  1.15e+00  
 2521     525.1875   9.17e-01  9.32e-01  1.16e+00  
 2522     525.3958   8.59e-01  9.98e-01  1.16e+00  
 2523     525.6042   8.06e-01  1.07e+00  1.15e+00  
 2524     525.8125   1.03e+00  1.14e+00  9.46e-01  
 2525     526.0208   7.99e-01  1.06e+00  1.15e+00  
 2526     526.2292   7.51e-01  9.40e-01  9.47e-01  
 2527     526.4375   1.04e+00  9.64e-01  1.14e+00  
 2528     526.6458   9.40e-01  1.14e+00  1.04e+00  
 2529     526.8542   9.44e-01  9.80e-01  9.35e-01  
 2530     527.0625   8.84e-01  9.75e-01  9.81e-01  
 2531     527.2708   8.99e-01  9.44e-01  1.02e+00  
 2532     527.4792   9.13e-01  9.14e-01  1.07e+00  
 2533     527.6875   8.70e-01  1.07e+00  9.90e-01  
 2534     527.8958   8.64e-01  9.97e-01  1.02e+00  
 2535     528.1042   9.45e-01  9.09e-01  8.82e-01  
 2536     528.3125   9.36e-01  8.10e-01  8.53e-01  
 2537     528.5208   7.40e-01  9.36e-01  8.50e-01  
 2538     528.7292   8.50e-01  8.13e-01  9.12e-01  
 2539     528.9375   8.09e-01  9.31e-01  9.29e-01  
 2540     529.1458   8.23e-01  9.27e-01  8.94e-01  
 2541     529.3542   8.38e-01  9.24e-01  8.60e-01  
 2542     529.5625   8.51e-01  7.36e-01  9.41e-01  
 2543     529.7708   7.14e-01  7.58e-01  1.04e+00  
 2544     529.9792   8.60e-01  8.94e-01  7.42e-01  
 2545     530.1875   7.29e-01  8.61e-01  9.29e-01  
 2546     530.3958   7.47e-01  9.04e-01  9.66e-01  
 2547     530.6042   7.89e-01  9.57e-01  1.00e+00  
 2548     530.8125   8.90e-01  9.46e-01  8.92e-01  
 2549     531.0208   8.73e-01  8.47e-01  8.96e-01  
 2550     531.2292   8.57e-01  7.59e-01  7.93e-01  
 2551     531.4375   9.30e-01  9.03e-01  8.34e-01  
 2552     531.6458   7.94e-01  8.72e-01  8.90e-01  
 2553     531.8542   1.05e+00  8.16e-01  8.68e-01  
 2554     532.0625   9.39e-01  8.32e-01  8.13e-01  
 2555     532.2708   7.02e-01  7.67e-01  7.43e-01  
 2556     532.4792   9.28e-01  8.56e-01  9.68e-01  
 2557     532.6875   9.01e-01  8.98e-01  8.28e-01  
 2558     532.8958   8.44e-01  7.62e-01  1.01e+00  
 2559     533.1042   7.56e-01  8.32e-01  1.06e+00  
 2560     533.3125   7.52e-01  8.92e-01  1.05e+00  
 2561     533.5208   8.43e-01  1.09e+00  1.03e+00  
 2562     533.7292   1.08e+00  8.92e-01  1.17e+00  
 2563     533.9375   7.48e-01  8.68e-01  1.16e+00  
 2564     534.1458   7.98e-01  8.68e-01  9.32e-01  
 2565     534.3542   7.76e-01  8.61e-01  1.20e+00  
 2566     534.5625   7.54e-01  8.28e-01  1.16e+00  
 2567     534.7708   8.88e-01  9.03e-01  1.43e+00  
 2568     534.9792   7.04e-01  8.55e-01  1.21e+00  
 2569     535.1875   9.11e-01  8.49e-01  1.36e+00  
 2570     535.3958   1.04e+00  1.12e+00  1.74e+00  
 2571     535.6042   7.58e-01  1.16e+00  2.20e+00  
 2572     535.8125   8.11e-01  1.10e+00  1.70e+00  
 2573     536.0208   9.10e-01  1.21e+00  2.50e+00  
 2574     536.2292   7.74e-01  9.55e-01  2.22e+00  
 2575     536.4375   1.02e+00  1.42e+00  2.68e+00  
 2576     536.6458   9.96e-01  1.03e+00  1.94e+00  
 2577     536.8542   8.17e-01  1.11e+00  1.54e+00  
 2578     537.0625   9.23e-01  1.44e+00  3.28e+00  
 2579     537.2708   7.64e-01  1.27e+00  3.00e+00  
 2580     537.4792   1.20e+00  1.77e+00  4.85e+00  
 2581     537.6875   9.31e-01  1.41e+00  2.81e+00  
 2582     537.8958   8.52e-01  1.67e+00  4.13e+00  
 2583     538.1042   9.64e-01  8.99e-01  1.88e+00  
 2584     538.3125   1.09e+00  1.70e+00  3.25e+00  
 2585     538.5208   9.53e-01  1.72e+00  3.90e+00  
 2586     538.7292   7.82e-01  1.11e+00  1.70e+00  
 2587     538.9375   9.64e-01  1.20e+00  2.51e+00  
 2588     539.1458   8.07e-01  1.21e+00  2.25e+00  
 2589     539.3542   1.03e+00  1.16e+00  3.22e+00  
 2590     539.5625   1.02e+00  1.43e+00  3.35e+00  
 2591     539.7708   8.88e-01  1.40e+00  3.61e+00  
 2592     539.9792   9.79e-01  1.78e+00  2.55e+00  
