;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
 2944          613.3125      -3.10e+01       3.68e+02       7.25e+00
 2945          613.5208      -2.30e+01       3.61e+02       7.75e+00
 2946          613.7292      -2.50e+01       3.60e+02       8.35e+00
 2947          613.9375      -1.10e+01       3.54e+02       7.65e+00
 2948          614.1458      -1.80e+01       4.06e+02       5.05e+00
 2949          614.3542      -2.85e+01       3.92e+02       4.10e+00
 2950          614.5625      -1.40e+01       3.96e+02       4.20e+00
 2951          614.7708      -1.35e+01       3.98e+02       3.75e+00
 2952          614.9792      -4.35e+01       4.12e+02       2.80e+00
 2953          615.1875      -3.80e+01       4.08e+02       2.80e+00
 2954          615.3958      -3.70e+01       4.20e+02       2.50e+00
 2955          615.6042      -2.45e+01       4.14e+02       2.34e+00
 2956          615.8125      -2.40e+01       4.03e+02       3.95e+00
 2957          616.0208      -2.70e+01       4.09e+02       2.85e+00
 2958          616.2292      -2.30e+01       3.91e+02       2.65e+00
 2959          616.4375      -2.55e+01       3.72e+02       2.60e+00
 2960          616.6458      -2.05e+01       3.76e+02       2.90e+00
 2961          616.8542      -1.75e+01       3.44e+02       2.55e+00
 2962          617.0625      -1.95e+01       3.42e+02       2.98e+00
 2963          617.2708      -1.55e+01       3.38e+02       3.92e+00
 2964          617.4792      -1.40e+01       3.32e+02       6.35e+00
 2965          617.6875      -4.50e+00       3.42e+02       1.10e+01
 2966          617.8958       5.00e-01       3.39e+02       1.41e+01
 2967          618.1042       3.00e+00       3.82e+02       9.75e+00
 2968          618.3125       2.50e+00       4.12e+02       8.65e+00
 2969          618.5208       5.00e+00       4.40e+02       7.15e+00
 2970          618.7292       1.00e+00       4.35e+02       5.95e+00
 2971          618.9375      -7.00e+00       4.37e+02       3.80e+00
 2972          619.1458      -5.50e+00       4.28e+02       4.25e+00
 2973          619.3542       5.50e+00       5.14e+02       3.89e+00
 2974          619.5625       6.00e+00       5.02e+02       4.17e+00
 2975          619.7708       2.00e+00       5.16e+02       2.60e+00
 2976          619.9792       1.00e+00       4.88e+02       3.55e+00
 2977          620.1875      -5.00e+00       4.80e+02       3.18e+00
 2978          620.3958       6.00e+00       4.52e+02       4.00e+00
 2979          620.6042       8.50e+00       4.78e+02       5.60e+00
 2980          620.8125       1.30e+01       4.72e+02       1.08e+01
 2981          621.0208       1.10e+01       4.59e+02       7.40e+00
 2982          621.2292       0.00e+00       4.46e+02       6.45e+00
 2983          621.4375       3.50e+00       4.29e+02       5.65e+00
 2984          621.6458       1.05e+01       4.14e+02       4.33e+00
 2985          621.8542       5.50e+00       3.82e+02       5.20e+00
 2986          622.0625       3.30e+01       4.17e+02       1.46e+01
 2987          622.2708       2.20e+01       4.16e+02       1.53e+01
 2988          622.4792      -2.90e+01       4.16e+02       1.61e+01
 2989          622.6875      -1.80e+01       4.22e+02       1.68e+01
 2990          622.8958      -1.10e+01       4.54e+02       2.18e+01
 2991          623.1042      -1.05e+01       4.84e+02       1.37e+01
 2992          623.3125      -2.25e+01       4.79e+02       8.40e+00
 2993          623.5208      -2.40e+01       5.15e+02       4.75e+00
 2994          623.7292      -1.45e+01       5.32e+02       3.45e+00
 2995          623.9375      -2.05e+01       5.35e+02       2.95e+00
 2996          624.1458      -1.25e+01       5.00e+02       4.40e+00
 2997          624.3542      -1.15e+01       4.72e+02       5.40e+00
 2998          624.5625      -4.00e+00       4.72e+02       4.95e+00
 2999          624.7708      -1.00e+00       4.60e+02       5.45e+00
 3000          624.9792      -1.15e+01       4.59e+02       4.90e+00
 3001          625.1875      -1.80e+01       4.57e+02       9.70e+00
 3002          625.3958      -1.10e+01       4.50e+02       1.44e+01
 3003          625.6042       2.00e+00       4.47e+02       5.85e+00
 3004          625.8125       7.00e+00       4.74e+02       8.45e+00
 3005          626.0208      -1.30e+01       4.84e+02       6.90e+00
 3006          626.2292      -1.65e+01       4.82e+02       5.70e+00
 3007          626.4375      -9.00e+00       4.76e+02       4.85e+00
 3008          626.6458      -4.00e+00       4.52e+02       5.70e+00
 3009          626.8542       1.00e+00       4.34e+02       5.55e+00
 3010          627.0625      -6.00e+00       4.25e+02       4.50e+00
 3011          627.2708      -8.50e+00       4.21e+02       5.10e+00
 3012          627.4792       1.50e+00       4.33e+02       6.42e+00
 3013          627.6875       5.50e+00       4.36e+02       7.74e+00
 3014          627.8958       2.50e+00       4.28e+02       9.06e+00
 3015          628.1042      -1.50e+00       4.69e+02       1.04e+01
 3016          628.3125      -5.50e+00       5.02e+02       9.55e+00
 3017          628.5208      -2.95e+01       4.80e+02       6.93e+00
 3018          628.7292      -5.20e+01       4.96e+02       6.11e+00
 3019          628.9375      -3.65e+01       4.88e+02       4.05e+00
 3020          629.1458      -3.15e+01       4.54e+02       4.40e+00
 3021          629.3542      -2.00e+01       4.70e+02       4.65e+00
 3022          629.5625      -1.00e+00       4.87e+02       4.46e+00
 3023          629.7708      -1.50e+00       4.76e+02       4.28e+00
 3024          629.9792      -3.00e+01       5.21e+02       4.10e+00
 3025          630.1875      -2.70e+01       5.74e+02       3.92e+00
 3026          630.3958      -2.20e+01       6.00e+02       3.74e+00
 3027          630.6042      -9.50e+00       5.24e+02       3.56e+00
 3028          630.8125      -8.50e+00       5.35e+02       3.38e+00
 3029          631.0208      -1.35e+01       5.07e+02       3.20e+00
 3030          631.2292      -1.30e+01       4.70e+02       3.02e+00
 3031          631.4375      -8.00e+00       4.74e+02       3.20e+00
 3032          631.6458      -1.00e+00       4.82e+02       4.45e+00
 3033          631.8542       0.00e+00       4.54e+02       4.90e+00
 3034          632.0625      -1.45e+01       4.48e+02       5.35e+00
 3035          632.2708      -1.15e+01       4.96e+02       9.71e+00
 3036          632.4792      -1.10e+01       4.80e+02       8.81e+00
 3037          632.6875       0.00e+00       5.04e+02       7.92e+00
 3038          632.8958      -1.60e+01       5.02e+02       7.02e+00
 3039          633.1042      -1.25e+01       5.59e+02       6.12e+00
 3040          633.3125      -2.65e+01       5.02e+02       5.22e+00
 3041          633.5208      -2.35e+01       5.04e+02       4.33e+00
 3042          633.7292      -9.50e+00       5.10e+02       3.43e+00
 3043          633.9375      -1.35e+01       5.64e+02       3.25e+00
 3044          634.1458      -3.85e+01       6.10e+02       2.30e+00
 3045          634.3542      -4.00e+01       6.06e+02       1.95e+00
 3046          634.5625      -2.80e+01       5.96e+02       2.05e+00
 3047          634.7708      -3.25e+01       5.64e+02       1.35e+00
 3048          634.9792      -2.35e+01       5.06e+02       1.15e+00
 3049          635.1875      -3.20e+01       4.57e+02       1.40e+00
 3050          635.3958      -1.80e+01       4.43e+02       2.54e+00
 3051          635.6042      -1.30e+01       4.55e+02       3.43e+00
 3052          635.8125      -1.20e+01       4.64e+02       4.31e+00
 3053          636.0208      -1.65e+01       4.72e+02       4.30e+00
 3054          636.2292      -2.40e+01       4.40e+02       3.50e+00
 3055          636.4375      -2.00e+01       4.52e+02       3.95e+00
 3056          636.6458      -2.10e+01       4.42e+02       4.04e+00
 3057          636.8542      -1.70e+01       4.26e+02       4.75e+00
 3058          637.0625      -2.15e+01       4.23e+02       5.55e+00
 3059          637.2708      -2.75e+01       4.13e+02       5.70e+00
 3060          637.4792      -1.10e+01       4.16e+02       5.95e+00
 3061          637.6875      -5.50e+00       4.12e+02       6.40e+00
 3062          637.8958      -8.00e+00       4.00e+02       6.15e+00
 3063          638.1042      -1.10e+01       3.94e+02       5.55e+00
 3064          638.3125      -2.85e+01       3.84e+02       5.75e+00
 3065          638.5208      -1.70e+01       3.92e+02       5.50e+00
 3066          638.7292      -2.80e+01       3.84e+02       5.40e+00
 3067          638.9375      -1.60e+01       3.76e+02       5.70e+00
 3068          639.1458      -2.25e+01       3.84e+02       5.50e+00
 3069          639.3542      -2.60e+01       3.95e+02       5.25e+00
 3070          639.5625      -1.20e+01       3.89e+02       4.80e+00
 3071          639.7708      -2.30e+01       3.86e+02       4.30e+00
 3072          639.9792      -2.35e+01       3.86e+02       4.30e+00
 3073          640.1875      -2.85e+01       3.71e+02       4.15e+00
 3074          640.3958      -2.50e+01       3.56e+02       5.20e+00
 3075          640.6042      -1.25e+01       3.68e+02       4.95e+00
 3076          640.8125      -1.55e+01       3.60e+02       5.10e+00
 3077          641.0208      -1.15e+01       3.68e+02       4.70e+00
 3078          641.2292      -2.35e+01       4.22e+02       2.70e+00
 3079          641.4375      -2.30e+01       4.18e+02       3.05e+00
 3080          641.6458      -2.35e+01       3.99e+02       3.30e+00
 3081          641.8542      -2.30e+01       3.89e+02       2.45e+00
 3082          642.0625      -2.00e+01       3.90e+02       2.20e+00
 3083          642.2708      -2.45e+01       3.84e+02       2.01e+00
 3084          642.4792      -1.25e+01       3.80e+02       2.30e+00
 3085          642.6875      -2.00e+01       3.60e+02       2.45e+00
 3086          642.8958      -2.35e+01       3.62e+02       2.92e+00
 3087          643.1042      -1.70e+01       3.68e+02       3.33e+00
 3088          643.3125      -1.25e+01       3.74e+02       3.74e+00
 3089          643.5208      -8.50e+00       3.61e+02       4.16e+00
 3090          643.7292      -1.05e+01       3.56e+02       4.57e+00
 3091          643.9375      -1.95e+01       3.46e+02       4.98e+00
 3092          644.1458      -1.25e+01       3.35e+02       5.39e+00
 3093          644.3542      -1.95e+01       3.34e+02       5.80e+00
 3094          644.5625      -9.50e+00       3.15e+02       6.21e+00
 3095          644.7708      -7.00e+00       3.04e+02       6.62e+00
 3096          644.9792      -1.60e+01       3.08e+02       7.03e+00
 3097          645.1875      -8.00e+00       3.35e+02       1.27e+01
 3098          645.3958       4.00e+00       3.56e+02       8.25e+00
 3099          645.6042       5.50e+00       3.77e+02       8.40e+00
 3100          645.8125       6.00e+00       3.83e+02       7.40e+00
 3101          646.0208      -8.00e+00       3.54e+02       7.30e+00
 3102          646.2292       4.50e+00       3.48e+02       8.40e+00
 3103          646.4375       7.50e+00       3.55e+02       8.70e+00
 3104          646.6458      -3.00e+00       3.69e+02       9.50e+00
 3105          646.8542       5.00e+00       3.74e+02       9.20e+00
 3106          647.0625       4.50e+00       3.62e+02       1.15e+01
 3107          647.2708       8.00e+00       3.80e+02       1.48e+01
 3108          647.4792       1.15e+01       3.80e+02       1.15e+01
 3109          647.6875       1.20e+01       3.83e+02       1.17e+01
 3110          647.8958       4.00e+00       3.72e+02       1.00e+01
 3111          648.1042       9.00e+00       3.87e+02       1.01e+01
 3112          648.3125       1.00e+01       3.78e+02       9.20e+00
 3113          648.5208       1.80e+01       3.87e+02       1.04e+01
 3114          648.7292       7.00e+00       4.00e+02       8.55e+00
 3115          648.9375      -1.10e+01       4.03e+02       8.45e+00
 3116          649.1458      -5.00e+00       4.25e+02       8.55e+00
 3117          649.3542      -4.50e+00       4.26e+02       1.00e+01
 3118          649.5625       1.40e+01       4.24e+02       1.05e+01
 3119          649.7708       1.10e+01       5.04e+02       1.24e+01
 3120          649.9792      -1.85e+01       5.78e+02       6.65e+00
 3121          650.1875      -1.60e+01       5.53e+02       7.05e+00
 3122          650.3958      -1.95e+01       5.51e+02       5.90e+00
 3123          650.6042      -2.00e+00       5.22e+02       6.90e+00
 3124          650.8125      -1.00e+01       4.70e+02       6.80e+00
 3125          651.0208      -1.65e+01       4.24e+02       8.90e+00
 3126          651.2292      -1.65e+01       4.12e+02       8.85e+00
 3127          651.4375       2.00e+00       4.40e+02       5.85e+00
 3128          651.6458       5.50e+00       4.56e+02       7.40e+00
 3129          651.8542      -5.00e+00       4.83e+02       7.65e+00
 3130          652.0625      -9.50e+00       4.68e+02       6.50e+00
 3131          652.2708      -9.00e+00       4.81e+02       4.65e+00
 3132          652.4792       4.00e+00       4.98e+02       5.90e+00
 3133          652.6875      -1.25e+01       5.06e+02       5.15e+00
 3134          652.8958      -2.50e+00       4.90e+02       7.60e+00
 3135          653.1042      -8.50e+00       4.62e+02       6.75e+00
 3136          653.3125      -2.20e+01       4.52e+02       6.45e+00
 3137          653.5208      -7.50e+00       4.66e+02       6.25e+00
 3138          653.7292      -1.25e+01       4.48e+02       5.60e+00
 3139          653.9375      -1.05e+01       4.48e+02       5.15e+00
 3140          654.1458      -6.50e+00       4.32e+02       1.08e+01
 3141          654.3542       1.20e+01       4.64e+02       2.48e+01
 3142          654.5625       1.95e+01       4.72e+02       1.72e+01
 3143          654.7708       1.70e+01       5.70e+02       1.23e+01
 3144          654.9792      -2.25e+01       6.72e+02       3.30e+00
 3145          655.1875      -2.15e+01       6.91e+02       3.15e+00
 3146          655.3958      -1.90e+01       7.35e+02       3.45e+00
 3147          655.6042      -2.45e+01       7.26e+02       3.30e+00
 3148          655.8125      -2.85e+01       7.52e+02       2.70e+00
 3149          656.0208      -3.20e+01       6.96e+02       2.60e+00
 3150          656.2292      -3.30e+01       6.46e+02       3.55e+00
 3151          656.4375      -2.55e+01       6.02e+02       4.85e+00
 3152          656.6458      -1.30e+01       7.09e+02       4.50e+00
 3153          656.8542      -1.75e+01       6.90e+02       4.05e+00
 3154          657.0625      -3.55e+01       6.70e+02       2.80e+00
 3155          657.2708      -3.25e+01       5.83e+02       3.40e+00
 3156          657.4792      -2.80e+01       5.40e+02       3.75e+00
 3157          657.6875      -2.30e+01       5.12e+02       5.95e+00
 3158          657.8958      -1.75e+01       5.21e+02       8.05e+00
 3159          658.1042      -1.20e+01       5.08e+02       8.70e+00
 3160          658.3125      -2.05e+01       5.20e+02       4.40e+00
 3161          658.5208      -1.20e+01       4.79e+02       4.30e+00
 3162          658.7292      -7.50e+00       4.75e+02       3.60e+00
 3163          658.9375      -1.75e+01       4.60e+02       3.95e+00
 3164          659.1458      -1.00e+01       4.48e+02       3.90e+00
 3165          659.3542      -1.00e+00       4.24e+02       6.45e+00
 3166          659.5625       3.50e+00       3.94e+02       8.10e+00
 3167          659.7708       2.50e+00       3.92e+02       1.40e+01
 3168          659.9792       4.50e+00       4.08e+02       1.94e+01
 3169          660.1875      -8.50e+00       4.40e+02       5.55e+00
 3170          660.3958      -2.15e+01       4.88e+02       5.70e+00
 3171          660.6042      -3.80e+01       5.38e+02       4.20e+00
 3172          660.8125      -4.00e+01       5.72e+02       3.30e+00
 3173          661.0208      -3.35e+01       5.88e+02       2.15e+00
 3174          661.2292      -2.95e+01       5.97e+02       2.40e+00
 3175          661.4375      -1.75e+01       5.41e+02       2.35e+00
 3176          661.6458      -1.90e+01       5.44e+02       2.70e+00
 3177          661.8542      -1.70e+01       5.30e+02       3.10e+00
 3178          662.0625      -2.95e+01       4.78e+02       2.95e+00
 3179          662.2708      -2.75e+01       4.47e+02       2.80e+00
 3180          662.4792      -2.30e+01       4.36e+02       2.95e+00
 3181          662.6875      -2.00e+01       4.14e+02       4.65e+00
 3182          662.8958      -1.40e+01       4.26e+02       6.30e+00
 3183          663.1042      -1.35e+01       4.32e+02       8.55e+00
 3184          663.3125      -1.70e+01       4.71e+02       7.90e+00
 3185          663.5208      -1.80e+01       4.75e+02       7.15e+00
 3186          663.7292      -1.75e+01       4.81e+02       5.50e+00
 3187          663.9375      -2.70e+01       4.77e+02       4.90e+00
 3188          664.1458      -2.25e+01       4.42e+02       4.15e+00
 3189          664.3542      -1.50e+01       4.31e+02       4.20e+00
 3190          664.5625      -1.70e+01       4.42e+02       5.00e+00
 3191          664.7708      -9.00e+00       4.22e+02       4.55e+00
 3192          664.9792      -2.45e+01       4.48e+02       5.00e+00
 3193          665.1875      -2.80e+01       4.06e+02       4.45e+00
 3194          665.3958      -1.75e+01       4.00e+02       4.70e+00
 3195          665.6042      -1.30e+01       3.90e+02       4.20e+00
 3196          665.8125      -1.05e+01       3.83e+02       4.65e+00
 3197          666.0208      -8.00e+00       3.64e+02       4.95e+00
 3198          666.2292      -1.45e+01       3.60e+02       5.15e+00
 3199          666.4375      -6.00e+00       3.87e+02       5.20e+00
 3200          666.6458      -4.50e+00       3.80e+02       5.55e+00
 3201          666.8542      -5.50e+00       3.66e+02       5.65e+00
 3202          667.0625      -1.15e+01       3.66e+02       5.10e+00
 3203          667.2708      -1.30e+01       3.78e+02       4.40e+00
 3204          667.4792      -9.50e+00       3.76e+02       4.80e+00
 3205          667.6875      -1.35e+01       3.60e+02       4.85e+00
 3206          667.8958      -1.05e+01       3.60e+02       5.00e+00
 3207          668.1042      -1.35e+01       3.40e+02       4.70e+00
 3208          668.3125      -1.45e+01       3.50e+02       4.65e+00
 3209          668.5208      -1.45e+01       3.54e+02       4.90e+00
 3210          668.7292      -1.05e+01       3.40e+02       4.65e+00
 3211          668.9375      -1.40e+01       3.32e+02       4.65e+00
 3212          669.1458      -1.45e+01       3.58e+02       6.15e+00
 3213          669.3542      -2.45e+01       3.46e+02       6.35e+00
 3214          669.5625      -1.75e+01       3.58e+02       6.00e+00
 3215          669.7708      -2.90e+01       3.81e+02       9.05e+00
 3216          669.9792      -3.45e+01       4.12e+02       2.56e+01
 3217          670.1875      -6.45e+01       3.92e+02       2.16e+01
 3218          670.3958      -4.85e+01       3.76e+02       1.05e+01
 3219          670.6042      -1.80e+01       4.02e+02       8.00e+00
 3220          670.8125       7.50e+00       4.40e+02       1.90e+01
 3221          671.0208      -5.00e-01       3.49e+02       1.40e+01
 3222          671.2292      -1.30e+01       3.44e+02       9.75e+00
 3223          671.4375       2.00e+00       3.81e+02       1.10e+01
 3224          671.6458       1.10e+01       4.42e+02       1.11e+01
 3225          671.8542      -2.60e+01       4.32e+02       6.20e+00
 3226          672.0625      -5.40e+01       5.48e+02       3.35e+00
 3227          672.2708      -4.30e+01       5.18e+02       2.00e+00
 3228          672.4792      -3.25e+01       5.04e+02       1.95e+00
 3229          672.6875      -3.05e+01       5.48e+02       2.75e+00
 3230          672.8958      -4.35e+01       4.98e+02       1.75e+00
 3231          673.1042      -3.25e+01       4.62e+02       2.00e+00
 3232          673.3125      -3.15e+01       4.72e+02       2.05e+00
 3233          673.5208      -2.00e+01       4.64e+02       2.30e+00
 3234          673.7292      -2.35e+01       4.53e+02       3.60e+00
 3235          673.9375      -4.30e+01       4.34e+02       4.05e+00
 3236          674.1458      -5.20e+01       4.39e+02       4.60e+00
 3237          674.3542      -3.75e+01       4.53e+02       5.10e+00
 3238          674.5625      -2.05e+01       4.50e+02       5.20e+00
 3239          674.7708      -2.55e+01       4.96e+02       6.20e+00
 3240          674.9792      -4.25e+01       4.47e+02       3.75e+00
 3241          675.1875      -3.55e+01       4.52e+02       5.75e+00
 3242          675.3958      -3.05e+01       4.51e+02       4.65e+00
 3243          675.6042      -1.70e+01       4.32e+02       5.00e+00
 3244          675.8125      -1.35e+01       4.20e+02       5.15e+00
 3245          676.0208      -1.85e+01       4.03e+02       6.55e+00
 3246          676.2292      -1.80e+01       3.82e+02       7.70e+00
 3247          676.4375      -1.30e+01       3.78e+02       9.05e+00
 3248          676.6458      -1.50e+00       3.86e+02       1.34e+01
 3249          676.8542      -1.30e+01       4.04e+02       1.29e+01
 3250          677.0625      -1.10e+01       4.66e+02       9.95e+00
 3251          677.2708      -1.20e+01       5.22e+02       8.05e+00
 3252          677.4792      -2.45e+01       5.39e+02       9.10e+00
 3253          677.6875      -2.65e+01       5.34e+02       1.23e+01
 3254          677.8958      -3.05e+01       6.47e+02       7.65e+00
 3255          678.1042      -3.65e+01       6.86e+02       3.45e+00
 3256          678.3125      -2.35e+01       6.64e+02       3.75e+00
 3257          678.5208      -1.90e+01       6.83e+02       3.85e+00
 3258          678.7292      -1.35e+01       6.38e+02       4.40e+00
 3259          678.9375      -2.75e+01       5.92e+02       4.55e+00
 3260          679.1458      -1.60e+01       5.35e+02       4.70e+00
 3261          679.3542      -6.50e+00       5.16e+02       5.95e+00
 3262          679.5625      -1.05e+01       4.92e+02       6.45e+00
 3263          679.7708      -1.65e+01       5.24e+02       5.15e+00
 3264          679.9792      -1.70e+01       5.50e+02       3.05e+00
 3265          680.1875      -1.30e+01       5.60e+02       2.55e+00
 3266          680.3958      -5.00e+00       5.11e+02       2.45e+00
 3267          680.6042       8.50e+00       4.60e+02       3.45e+00
 3268          680.8125      -4.00e+00       4.36e+02       5.10e+00
 3269          681.0208      -2.15e+01       4.33e+02       4.65e+00
 3270          681.2292      -4.50e+00       4.16e+02       5.45e+00
 3271          681.4375       9.00e+00       4.52e+02       1.28e+01
 3272          681.6458      -1.00e+00       4.21e+02       1.21e+01
 3273          681.8542      -4.20e+01       3.82e+02       1.63e+01
 3274          682.0625      -3.20e+01       4.06e+02       1.72e+01
 3275          682.2708      -2.80e+01       4.54e+02       1.02e+01
 3276          682.4792      -2.25e+01       4.44e+02       5.95e+00
 3277          682.6875      -1.45e+01       4.57e+02       4.20e+00
 3278          682.8958      -1.35e+01       4.60e+02       9.95e+00
 3279          683.1042      -1.15e+01       4.32e+02       7.15e+00
 3280          683.3125      -2.70e+01       3.95e+02       7.75e+00
 3281          683.5208      -4.60e+01       4.12e+02       1.08e+01
 3282          683.7292      -5.35e+01       3.89e+02       6.25e+00
 3283          683.9375      -5.70e+01       4.04e+02       1.22e+01
 3284          684.1458      -3.20e+01       4.74e+02       6.25e+00
 3285          684.3542      -3.80e+01       4.85e+02       5.40e+00
 3286          684.5625      -2.75e+01       5.16e+02       4.75e+00
 3287          684.7708      -2.60e+01       5.17e+02       3.80e+00
 3288          684.9792      -3.80e+01       4.92e+02       3.60e+00
 3289          685.1875      -2.70e+01       4.66e+02       5.75e+00
 3290          685.3958      -4.00e+01       5.14e+02       5.80e+00
 3291          685.6042      -2.10e+01       5.17e+02       7.75e+00
 3292          685.8125      -1.35e+01       4.84e+02       8.90e+00
 3293          686.0208      -4.00e+00       4.52e+02       1.00e+01
 3294          686.2292       4.00e+00       4.48e+02       1.33e+01
 3295          686.4375      -9.80e+01       4.68e+02       1.79e+01
 3296          686.6458      -8.50e+01       4.22e+02       8.65e+00
 3297          686.8542      -3.50e+01       4.56e+02       2.02e+01
 3298          687.0625      -4.65e+01       4.80e+02       8.75e+00
 3299          687.2708      -4.40e+01       4.34e+02       1.09e+01
 3300          687.4792      -4.35e+01       4.70e+02       5.45e+00
 3301          687.6875      -3.45e+01       4.82e+02       3.90e+00
 3302          687.8958      -2.90e+01       4.83e+02       3.95e+00
 3303          688.1042      -3.35e+01       4.86e+02       3.10e+00
 3304          688.3125      -3.25e+01       4.76e+02       3.25e+00
 3305          688.5208      -2.45e+01       4.64e+02       2.50e+00
 3306          688.7292      -2.80e+01       4.30e+02       2.60e+00
 3307          688.9375      -1.90e+01       4.10e+02       3.45e+00
 3308          689.1458      -1.80e+01       3.90e+02       4.85e+00
 3309          689.3542      -2.35e+01       4.10e+02       4.90e+00
 3310          689.5625      -1.25e+01       4.26e+02       6.70e+00
 3311          689.7708      -1.55e+01       4.43e+02       4.45e+00
 3312          689.9792      -9.50e+00       4.94e+02       3.35e+00
 3313          690.1875      -1.75e+01       5.04e+02       2.10e+00
 3314          690.3958      -2.65e+01       5.11e+02       1.90e+00
 3315          690.6042      -2.35e+01       4.82e+02       1.55e+00
 3316          690.8125      -1.60e+01       4.46e+02       2.20e+00
 3317          691.0208      -1.85e+01       4.36e+02       2.95e+00
 3318          691.2292      -1.15e+01       4.50e+02       3.80e+00
 3319          691.4375      -2.15e+01       4.30e+02       4.35e+00
 3320          691.6458      -2.35e+01       4.26e+02       4.55e+00
 3321          691.8542      -1.85e+01       4.22e+02       5.45e+00
 3322          692.0625      -1.45e+01       4.22e+02       5.60e+00
 3323          692.2708      -9.50e+00       4.24e+02       5.05e+00
 3324          692.4792      -1.40e+01       4.38e+02       5.05e+00
 3325          692.6875      -1.15e+01       4.47e+02       5.60e+00
 3326          692.8958      -1.65e+01       4.06e+02       5.20e+00
 3327          693.1042      -1.60e+01       4.00e+02       4.70e+00
 3328          693.3125      -5.50e+00       3.98e+02       4.95e+00
 3329          693.5208      -2.10e+01       3.78e+02       5.60e+00
 3330          693.7292      -6.50e+00       3.93e+02       5.30e+00
 3331          693.9375      -6.50e+00       4.01e+02       5.75e+00
 3332          694.1458      -6.00e+00       4.05e+02       5.75e+00
 3333          694.3542      -2.50e+00       4.20e+02       5.15e+00
 3334          694.5625      -1.05e+01       4.08e+02       5.00e+00
 3335          694.7708      -7.50e+00       3.86e+02       4.30e+00
 3336          694.9792      -4.00e+00       3.99e+02       5.95e+00
 3337          695.1875      -1.30e+01       3.96e+02       7.25e+00
 3338          695.3958      -3.50e+00       3.92e+02       5.75e+00
 3339          695.6042      -5.00e+00       3.66e+02       5.35e+00
 3340          695.8125      -1.05e+01       3.58e+02       5.25e+00
 3341          696.0208      -1.25e+01       3.59e+02       4.95e+00
 3342          696.2292      -1.95e+01       3.41e+02       5.65e+00
 3343          696.4375      -1.00e+01       3.54e+02       5.20e+00
 3344          696.6458      -3.00e+00       3.54e+02       5.45e+00
 3345          696.8542      -3.50e+00       3.36e+02       5.65e+00
 3346          697.0625      -4.50e+00       3.33e+02       6.10e+00
 3347          697.2708       5.00e-01       3.46e+02       5.80e+00
 3348          697.4792       7.00e+00       3.31e+02       6.25e+00
 3349          697.6875      -2.00e+00       3.10e+02       5.60e+00
 3350          697.8958      -9.50e+00       3.08e+02       6.20e+00
 3351          698.1042      -3.50e+00       3.20e+02       6.35e+00
 3352          698.3125      -3.50e+00       3.02e+02       7.80e+00
 3353          698.5208       7.00e+00       2.99e+02       6.40e+00
 3354          698.7292       5.50e+00       3.01e+02       6.55e+00
 3355          698.9375      -1.10e+01       2.96e+02       6.05e+00
 3356          699.1458      -3.50e+00       2.89e+02       6.40e+00
 3357          699.3542      -7.50e+00       3.10e+02       7.30e+00
 3358          699.5625       5.00e+00       2.97e+02       1.05e+01
 3359          699.7708       1.30e+01       2.84e+02       1.57e+01
 3360          699.9792       4.00e+01       2.98e+02       5.15e+01
 3361          700.1875       3.90e+01       2.96e+02       4.73e+01
 3362          700.3958       1.40e+01       3.58e+02       9.20e+00
 3363          700.6042       4.50e+00       3.99e+02       8.56e+00
 3364          700.8125      -8.50e+00       4.80e+02       7.52e+00
 3365          701.0208      -4.00e+00       4.78e+02       7.90e+00
 3366          701.2292      -1.00e+01       4.65e+02       7.65e+00
 3367          701.4375      -1.20e+01       4.44e+02       9.00e+00
 3368          701.6458      -1.20e+01       4.84e+02       4.70e+00
 3369          701.8542      -5.50e+00       4.51e+02       6.20e+00
 3370          702.0625      -6.50e+00       4.28e+02       6.70e+00
 3371          702.2708      -7.50e+00       4.02e+02       6.20e+00
 3372          702.4792      -1.05e+01       4.21e+02       6.05e+00
 3373          702.6875      -3.00e+00       4.39e+02       5.55e+00
 3374          702.8958      -3.50e+00       4.29e+02       5.40e+00
 3375          703.1042       5.00e-01       3.97e+02       5.50e+00
 3376          703.3125       2.00e+00       3.66e+02       6.35e+00
 3377          703.5208      -1.25e+01       3.83e+02       6.35e+00
 3378          703.7292      -7.00e+00       3.50e+02       6.85e+00
 3379          703.9375       2.00e+00       3.63e+02       7.85e+00
 3380          704.1458      -1.00e+00       3.62e+02       8.00e+00
 3381          704.3542       4.50e+00       3.61e+02       7.95e+00
 3382          704.5625       0.00e+00       3.36e+02       9.90e+00
 3383          704.7708       2.00e+00       3.32e+02       9.90e+00
 3384          704.9792       2.50e+00       3.61e+02       1.47e+01
 3385          705.1875      -6.50e+00       3.32e+02       1.35e+01
 3386          705.3958      -2.40e+01       3.80e+02       2.99e+01
 3387          705.6042      -1.60e+01       3.53e+02       1.62e+01
 3388          705.8125      -1.50e+01       3.61e+02       9.75e+00
 3389          706.0208      -1.60e+01       3.68e+02       1.17e+01
 3390          706.2292      -1.90e+01       4.18e+02       8.65e+00
